time,url,method,query_string,referer,action,comments,explanation,from_str,to_str
2018-09-11 20:34:15,/account/login/,POST,"",http://wikum.org/account/login/,,,,,
2018-09-11 20:34:16,/,GET,"",http://wikum.org/account/login/,,,,,
2018-09-11 20:34:20,/about,GET,"",http://wikum.org/,,,,,
2018-09-11 20:34:28,/import_article,GET,"article=https%3A%2F%2Fen.wikipedia.org%2Fwiki%2FWikipedia_talk%3ADisambiguation%23RFC&owner=burob13",http://wikum.org/about,,,,,
2018-09-11 20:34:28,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:28,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:28,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:28,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:28,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:28,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:29,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:29,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:29,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:29,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:29,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:29,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:29,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:29,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:29,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:30,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:30,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:30,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:30,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:30,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:30,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:30,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:30,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:30,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:31,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:31,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:31,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:31,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:31,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:31,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:31,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:31,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:31,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:32,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:32,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:32,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:32,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:32,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:32,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:32,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:32,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:32,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:33,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:33,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:33,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:33,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:33,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:33,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:33,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:33,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:33,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:34,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:34,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:34,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:34,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:34,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:34,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:34,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:34,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:34,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:35,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:35,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:35,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:35,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:35,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:35,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:35,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:35,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:35,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:35,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:36,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:36,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:36,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:36,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:36,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:36,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:36,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:36,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:36,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:37,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:37,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:37,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:37,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:37,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:37,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:37,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:37,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:37,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:38,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:38,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:38,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:38,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:38,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:38,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:38,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:38,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:38,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:39,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:39,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:39,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:39,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:39,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:39,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:39,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:39,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:39,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:40,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:40,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:40,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:40,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:40,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:40,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:40,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:40,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:40,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:40,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:41,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:41,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:41,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:41,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:41,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:41,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:41,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:41,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:41,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:41,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:42,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:42,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:42,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:42,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:42,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:42,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:42,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:42,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:42,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:43,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:43,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:43,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:43,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:43,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:43,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:43,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:43,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:43,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:44,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:44,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:44,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:44,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:44,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:44,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:44,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:44,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:44,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:44,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:45,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:45,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:45,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:45,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:45,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:45,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:45,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:45,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:45,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:46,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:46,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:46,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:46,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:46,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:46,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:46,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:46,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:46,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:47,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:47,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:47,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:47,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:47,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:47,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:47,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:47,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:47,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:48,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:48,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:48,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:48,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:48,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:48,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:48,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:48,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:48,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:49,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:49,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:49,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:49,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:49,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:49,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:49,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:49,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:49,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:49,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:50,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:50,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:50,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:50,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:50,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:50,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:50,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:50,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:50,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:51,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:51,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:51,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:51,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:51,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:51,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:51,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:51,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:52,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:52,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:52,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:52,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:52,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:52,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:52,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:52,/poll_status,POST,"",http://wikum.org/about,,,,,
2018-09-11 20:34:52,/poll_status,POST,"",http://wikum.org/about,,,,,
